Geneid	Chr	Start	End	Strand	Length	BC3R3
Gene_002294	Random_chr_004	402313	402622	-	309	1778
Gene_002295	Random_chr_004	402866	403955	-	1089	102
Gene_002296	Random_chr_004	404261	405242	+	981	270
Gene_002297	Random_chr_004	405276	405726	-	450	356
Gene_002298	Random_chr_004	405778	410387	-	4609	2059
Gene_002299	Random_chr_004	412146	412587	+	441	72
Gene_002300	Random_chr_004	413395	414608	+	1213	1180
Gene_002301	Random_chr_004	414610	415489	-	879	1054
Gene_002302	Random_chr_004	415512	417039	+	1527	115
Gene_002303	Random_chr_004	417292	418423	-	1131	58
Gene_002304	Random_chr_004	418967	423527	+	4560	1142
Gene_002305	Random_chr_004	423734	428748	+	5014	1253
Gene_002306	Random_chr_004	428916	429119	+	203	132
Gene_002307	Random_chr_004	429607	431478	+	1871	29
Gene_002308	Random_chr_004	432593	432934	+	341	0
Gene_002309	Random_chr_004	433046	434475	-	1429	401
Gene_002310	Random_chr_004	434779	435635	-	856	93
Gene_002311	Random_chr_004	435748	436809	-	1061	255
Gene_002312	Random_chr_004	436954	437247	-	293	208
Gene_002313	Random_chr_004	437495	438337	-	842	576
Gene_002314	Random_chr_004	438785	439994	+	1209	659
Gene_002315	Random_chr_004	441040	443105	-	2065	1262
Gene_002316	Random_chr_004	443611	447555	+	3944	2418
Gene_002317	Random_chr_004	447631	454473	-	6842	1885
Gene_002318	Random_chr_004	454702	455703	+	1001	626
Gene_002319	Random_chr_004	455941	457524	+	1583	7128
Gene_002320	Random_chr_004	457564	458117	-	553	985
Gene_002321	Random_chr_004	458474	459990	+	1516	1954
Gene_002322	Random_chr_004	460241	461667	+	1426	48
Gene_002323	Random_chr_004	461845	462234	+	389	15
Gene_002324	Random_chr_004	462408	464362	-	1954	19
Gene_002325	Random_chr_004	465261	467005	+	1744	670
Gene_002326	Random_chr_004	467792	472840	-	5048	816
Gene_002327	Random_chr_004	472893	474737	+	1844	622
Gene_002328	Random_chr_004	474739	476612	-	1873	4655
Gene_002329	Random_chr_004	477191	478183	+	992	127
Gene_002330	Random_chr_004	478242	479900	+	1658	165
Gene_002331	Random_chr_004	479949	480428	-	479	319
Gene_002332	Random_chr_004	480430	480727	-	297	189
Gene_002333	Random_chr_004	480982	482142	+	1160	151
Gene_002334	Random_chr_004	482285	482467	-	182	1
Gene_002335	Random_chr_004	483629	486307	-	2678	1553
Gene_002336	Random_chr_004	486309	488832	-	2523	913
Gene_002337	Random_chr_004	488834	495623	-	6789	1718
Gene_002338	Random_chr_004	499252	499680	+	428	785
Gene_002339	Random_chr_004	499835	500195	-	360	799
Gene_002340	Random_chr_004	500947	503394	+	2447	809
Gene_002341	Random_chr_004	503574	504307	+	733	3201
Gene_002342	Random_chr_004	504378	505040	-	662	1437
Gene_002343	Random_chr_004	505042	505483	-	441	807
Gene_002344	Random_chr_004	508065	510749	+	2684	36
Gene_002345	Random_chr_004	511025	514518	-	3493	273.5
Gene_002346	Random_chr_004	515289	516635	+	1346	328
Gene_002347	Random_chr_004	516637	517342	+	705	4
Gene_002348	Random_chr_004	517344	517785	+	441	1
Gene_002349	Random_chr_004	517855	518781	-	926	7
Gene_002350	Random_chr_004	519605	520087	-	482	0
Gene_002351	Random_chr_004	520417	521864	-	1447	26
Gene_002352	Random_chr_004	522014	522206	-	192	197
Gene_002353	Random_chr_004	522394	525432	-	3038	1963
Gene_002354	Random_chr_004	526450	526535	-	85	0
Gene_002355	Random_chr_004	527193	527396	+	203	90
Gene_002356	Random_chr_004	528021	532183	-	4162	93
Gene_002357	Random_chr_004	532279	534697	+	2418	2224
Gene_002358	Random_chr_004	534830	537372	+	2542	966
Gene_002359	Random_chr_004	537517	539033	+	1516	109
Gene_002360	Random_chr_004	539035	541030	-	1995	1001
Gene_002361	Random_chr_004	541400	543459	+	2059	98
Gene_002362	Random_chr_004	543644	546187	-	2543	1630
Gene_002363	Random_chr_004	546245	547166	+	921	1078
Gene_002364	Random_chr_004	547199	548907	-	1708	328
Gene_002365	Random_chr_004	548978	549631	+	653	249
Gene_002366	Random_chr_004	549742	550632	-	890	1813
Gene_002367	Random_chr_004	550911	551927	-	1016	0
Gene_002368	Random_chr_004	552157	553902	-	1745	153
Gene_002369	Random_chr_004	554594	558594	+	4000	3272
Gene_002370	Random_chr_004	559790	560764	-	974	1
Gene_002371	Random_chr_004	561459	563120	-	1661	666
Gene_002372	Random_chr_004	563635	565059	+	1424	564
Gene_002373	Random_chr_004	565120	566115	-	995	737
Gene_002374	Random_chr_004	566242	567345	+	1103	2432
Gene_002375	Random_chr_004	567394	568246	-	852	1335
Gene_002376	Random_chr_004	569068	569772	+	704	415
Gene_002377	Random_chr_004	569937	570306	+	369	5
Gene_002378	Random_chr_004	570554	571298	-	744	337
Gene_002379	Random_chr_004	572181	572825	-	644	8.5
Gene_002380	Random_chr_004	573790	574812	+	1022	356
Gene_002381	Random_chr_004	574954	575305	+	351	4438
Gene_002382	Random_chr_004	575593	577163	+	1570	80
Gene_002383	Random_chr_004	577165	578135	-	970	1096
Gene_002384	Random_chr_004	578139	578937	-	798	585
Gene_002385	Random_chr_004	579290	581447	+	2157	974
Gene_002386	Random_chr_004	581578	582488	-	910	108
Gene_002387	Random_chr_004	582660	584081	+	1421	0
Gene_002388	Random_chr_004	584724	586238	+	1514	15
Gene_002389	Random_chr_004	586488	588270	+	1782	1349
Gene_002390	Random_chr_004	588272	590095	-	1823	2083
Gene_002391	Random_chr_004	590254	592401	+	2147	259
Gene_002392	Random_chr_004	594153	596550	+	2397	564
Gene_002393	Random_chr_004	596747	597190	-	443	215
Gene_002394	Random_chr_004	597243	598498	+	1255	767
Gene_002395	Random_chr_004	598640	599458	-	818	113
Gene_002396	Random_chr_004	599847	600991	+	1144	644
Gene_002397	Random_chr_004	600993	602751	-	1758	546
Gene_002398	Random_chr_004	602978	604940	+	1962	152
Gene_002399	Random_chr_004	605321	607389	-	2068	536
Gene_002400	Random_chr_004	608410	609882	-	1472	455
Gene_002401	Random_chr_004	610213	610910	+	697	52
Gene_002402	Random_chr_004	610912	612825	-	1913	1547
Gene_002403	Random_chr_004	613148	613522	+	374	8431
Gene_002404	Random_chr_004	613660	614943	+	1283	585
Gene_002405	Random_chr_004	614945	616245	+	1300	725
Gene_002406	Random_chr_004	616385	616984	+	599	311
Gene_002407	Random_chr_004	617252	618897	+	1645	17994
Gene_002408	Random_chr_004	619041	620208	-	1167	867
Gene_002409	Random_chr_004	620377	620905	-	528	0
Gene_002410	Random_chr_004	621036	621885	-	849	817
Gene_002411	Random_chr_004	622990	624042	-	1052	529
Gene_002412	Random_chr_004	624480	625361	+	881	15723
Gene_002413	Random_chr_004	625442	626964	-	1522	926
Gene_002414	Random_chr_004	627153	629123	+	1970	427
Gene_002415	Random_chr_004	629125	630486	-	1361	20
Gene_002416	Random_chr_004	630926	632933	+	2007	1388
Gene_002417	Random_chr_004	633151	634167	-	1016	12
Gene_002418	Random_chr_004	634748	635677	+	929	0
Gene_002419	Random_chr_004	635892	637049	-	1157	6
Gene_002420	Random_chr_004	637827	638567	+	740	1
Gene_002421	Random_chr_004	640018	640881	+	863	1
Gene_002422	Random_chr_004	641612	642196	-	584	310
Gene_002423	Random_chr_004	642512	643100	-	588	0
Gene_002424	Random_chr_004	646791	649574	+	2783	1748
Gene_002425	Random_chr_004	649577	650703	-	1126	522
Gene_002426	Random_chr_004	650866	652929	-	2063	111
Gene_002427	Random_chr_004	653045	653683	-	638	14
Gene_002428	Random_chr_004	654034	654457	+	423	98
Gene_002429	Random_chr_004	654676	655029	-	353	238
Gene_002430	Random_chr_004	655303	656457	+	1154	551
Gene_002431	Random_chr_004	657308	658612	+	1304	517
Gene_002432	Random_chr_004	658911	659828	+	917	710
Gene_002433	Random_chr_004	660123	662438	-	2315	4
Gene_002434	Random_chr_004	662573	663089	-	516	1
Gene_002435	Random_chr_004	663391	664552	+	1161	23
Gene_002436	Random_chr_004	664610	665495	-	885	12
Gene_002437	Random_chr_004	665817	667787	+	1970	575
Gene_002438	Random_chr_004	667857	668852	-	995	4201
Gene_002439	Random_chr_004	668854	670419	+	1565	66
Gene_002440	Random_chr_004	670921	671418	-	497	3220.5
Gene_002441	Random_chr_004	671935	673112	-	1177	10
Gene_002442	Random_chr_004	673299	676898	-	3599	1844
Gene_002443	Random_chr_004	677174	678532	-	1358	5
Gene_002444	Random_chr_004	678575	680409	-	1834	1457
Gene_002445	Random_chr_004	682668	683048	+	380	7
Gene_002446	Random_chr_004	686799	687763	+	964	131
Gene_002447	Random_chr_004	688166	688966	+	800	676
Gene_002448	Random_chr_004	689049	689651	-	602	8244
Gene_002449	Random_chr_004	692305	693897	+	1592	2578
Gene_002450	Random_chr_004	694330	695830	+	1500	1742
Gene_002451	Random_chr_004	696262	697046	-	784	5098
Gene_002452	Random_chr_004	698343	699094	+	751	2617.5
Gene_002453	Random_chr_004	699127	700267	-	1140	0
Gene_002454	Random_chr_004	700571	702521	-	1950	0
Gene_002455	Random_chr_004	702986	703871	-	885	8
Gene_002456	Random_chr_004	704343	704648	+	305	271
Gene_002457	Random_chr_004	704995	708620	+	3625	42
Gene_002458	Random_chr_004	709628	710498	-	870	401
Gene_002459	Random_chr_004	710713	710889	-	176	23
Gene_002460	Random_chr_004	710970	711854	-	884	5105
Gene_002461	Random_chr_004	712014	713547	-	1533	31
Gene_002462	Random_chr_004	713627	714624	-	997	1376
Gene_002463	Random_chr_004	714626	715163	+	537	770
Gene_002464	Random_chr_004	715168	716322	-	1154	1023
Gene_002465	Random_chr_004	717496	718413	+	917	1
Gene_002466	Random_chr_004	722513	725566	+	3053	1690.5
Gene_002467	Random_chr_004	725801	726463	-	662	2.5
Gene_002468	Random_chr_004	728051	728200	-	149	1
Gene_002469	Random_chr_004	729442	730512	-	1070	1594
Gene_002470	Random_chr_004	730643	732347	-	1704	1463
Gene_002471	Random_chr_004	732631	736244	+	3613	4596
Gene_002472	Random_chr_004	736681	738563	+	1882	866
Gene_002473	Random_chr_004	738699	739733	-	1034	1728
Gene_002474	Random_chr_004	740304	740486	-	182	2
Gene_002475	Random_chr_004	741128	742777	+	1649	417
Gene_002476	Random_chr_004	742779	743337	+	558	25
Gene_002477	Random_chr_004	743687	749892	+	6205	2
Gene_002478	Random_chr_004	749936	751251	-	1315	593
Gene_002479	Random_chr_004	751465	751989	-	524	0
Gene_002480	Random_chr_004	752063	752962	+	899	366
Gene_002481	Random_chr_004	753123	754368	+	1245	1293
Gene_002482	Random_chr_004	754424	757656	-	3232	831
Gene_002483	Random_chr_004	757960	761207	-	3247	2256
Gene_002484	Random_chr_004	761311	763430	+	2119	1921
Gene_002485	Random_chr_004	763454	764300	-	846	11
Gene_002486	Random_chr_004	766304	767320	+	1016	25
Gene_002487	Random_chr_004	768309	768587	+	278	4
Gene_002488	Random_chr_004	768986	770194	+	1208	30
Gene_002489	Random_chr_004	772418	773763	-	1345	1119
Gene_002490	Random_chr_004	773933	774439	-	506	73
Gene_002491	Random_chr_004	774497	775162	-	665	31
Gene_002492	Random_chr_004	775164	777663	-	2499	1149
Gene_002493	Random_chr_004	780679	780840	+	161	0
Gene_002494	Random_chr_004	781194	782111	+	917	1268
Gene_002495	Random_chr_004	782505	782768	-	263	6
Gene_002496	Random_chr_004	783200	785783	-	2583	1569
Gene_002497	Random_chr_004	786124	786775	-	651	764
Gene_002498	Random_chr_004	786884	789535	-	2651	2123
Gene_002499	Random_chr_004	789728	790666	-	938	89.08
Gene_002500	Random_chr_004	793070	793462	+	392	286
Gene_002501	Random_chr_004	793624	795313	-	1689	2919
Gene_002502	Random_chr_004	795582	797489	-	1907	391
Gene_002503	Random_chr_004	797756	798214	-	458	6634
Gene_002504	Random_chr_004	798732	800029	+	1297	1571
Gene_002505	Random_chr_004	800031	801098	-	1067	111
Gene_002506	Random_chr_004	801191	802483	-	1292	4
Gene_002507	Random_chr_004	803584	803757	-	173	6
Gene_002508	Random_chr_004	804415	804780	+	365	5
Gene_002509	Random_chr_004	804829	806080	+	1251	7
Gene_002510	Random_chr_004	806910	807323	+	413	167
Gene_002511	Random_chr_004	807464	808662	+	1198	11
Gene_002512	Random_chr_004	808725	809406	-	681	429
Gene_002513	Random_chr_004	809408	810079	-	671	328
Gene_002514	Random_chr_004	810489	811040	-	551	135
Gene_002515	Random_chr_004	811086	811334	-	248	12
Gene_002516	Random_chr_004	811624	812535	+	911	867
Gene_002517	Random_chr_004	812669	813879	-	1210	1490
Gene_002518	Random_chr_004	814261	814743	+	482	6902
Gene_002519	Random_chr_004	815278	816030	-	752	2090
Gene_002520	Random_chr_004	816276	816828	-	552	318
Gene_002521	Random_chr_004	816830	817196	-	366	78
Gene_002522	Random_chr_004	817658	821261	+	3603	560
Gene_002523	Random_chr_004	821856	822759	+	903	4
Gene_002524	Random_chr_004	822868	824293	-	1425	598
Gene_002525	Random_chr_004	824355	828215	+	3860	1453
Gene_002526	Random_chr_004	828886	829125	+	239	0
Gene_002527	Random_chr_004	829839	830481	-	642	3
Gene_002528	Random_chr_004	831035	831922	+	887	11
Gene_002529	Random_chr_004	832098	833704	+	1606	90
Gene_002530	Random_chr_004	835662	837447	+	1785	1403
Gene_002531	Random_chr_004	837525	838515	+	990	0
Gene_002532	Random_chr_004	839191	840141	+	950	0
Gene_002533	Random_chr_004	840599	841246	-	647	0
Gene_002534	Random_chr_004	841447	842549	+	1102	1
Gene_002535	Random_chr_004	843867	844652	+	785	811
Gene_002536	Random_chr_004	844872	845327	+	455	262
Gene_002537	Random_chr_004	845464	846906	+	1442	345
Gene_002538	Random_chr_004	847758	848327	-	569	8
Gene_002539	Random_chr_004	848623	849773	-	1150	377
Gene_002540	Random_chr_004	849945	851602	+	1657	57
Gene_002541	Random_chr_004	851657	852259	-	602	15
Gene_002542	Random_chr_004	854094	854703	-	609	401
Gene_002543	Random_chr_004	854895	856169	-	1274	559
Gene_002544	Random_chr_004	857857	858523	+	666	245
Gene_002545	Random_chr_004	858525	859300	+	775	370
Gene_002546	Random_chr_004	859433	860083	+	650	265
Gene_002547	Random_chr_004	860137	860709	-	572	7902
Gene_002548	Random_chr_004	860945	861778	+	833	104
Gene_002549	Random_chr_004	862071	863261	+	1190	2669
Gene_002550	Random_chr_004	863486	863992	+	506	2
Gene_002551	Random_chr_004	864097	865033	-	936	147
Gene_002552	Random_chr_004	865274	865854	-	580	401
Gene_002553	Random_chr_004	866185	867321	+	1136	25
Gene_002554	Random_chr_004	867409	868641	+	1232	2359
Gene_002555	Random_chr_004	869067	870650	-	1583	3537
Gene_002556	Random_chr_004	870743	871580	+	837	212
Gene_002557	Random_chr_004	871610	872209	-	599	1606
Gene_002558	Random_chr_004	872313	873030	+	717	593
Gene_002559	Random_chr_004	873080	874487	-	1407	218
Gene_002560	Random_chr_004	875311	875957	-	646	55
Gene_002561	Random_chr_004	876153	876717	-	564	439
Gene_002562	Random_chr_004	876995	878028	-	1033	0
Gene_002563	Random_chr_004	878764	879100	-	336	28
Gene_002564	Random_chr_004	879389	880216	+	827	96
Gene_002565	Random_chr_004	881217	882226	+	1009	599
Gene_002566	Random_chr_004	882228	883688	+	1460	1463
Gene_002567	Random_chr_004	883690	884294	+	604	200
Gene_002568	Random_chr_004	884583	886677	+	2094	1255
Gene_002569	Random_chr_004	886708	888062	-	1354	112
Gene_002570	Random_chr_004	888153	890071	-	1918	1896
Gene_002571	Random_chr_004	890073	891813	-	1740	1019
Gene_002572	Random_chr_004	891815	892808	-	993	206
Gene_002573	Random_chr_004	892898	893598	+	700	10
Gene_002574	Random_chr_004	893791	893949	+	158	1
Gene_002575	Random_chr_004	895707	897177	-	1470	32
Gene_002576	Random_chr_004	897295	898047	-	752	16
Gene_002577	Random_chr_004	899103	899327	+	224	0
Gene_002578	Random_chr_004	900009	900693	+	684	0
Gene_002579	Random_chr_004	901108	903820	+	2712	162
Gene_002580	Random_chr_004	905023	908080	+	3057	199
Gene_002581	Random_chr_004	908139	909653	-	1514	985
Gene_002582	Random_chr_004	909781	911103	+	1322	157
Gene_002583	Random_chr_004	911597	912128	-	531	154
Gene_002584	Random_chr_004	912776	913181	+	405	4
Gene_002585	Random_chr_004	913246	914295	-	1049	123
Gene_002586	Random_chr_004	914406	915560	-	1154	656
Gene_002587	Random_chr_004	917262	918312	+	1050	579
Gene_002588	Random_chr_004	918377	918653	-	276	1163
Gene_002589	Random_chr_004	920996	921193	+	197	0
Gene_002590	Random_chr_004	923412	923846	-	434	0
Gene_002591	Random_chr_004	925443	929070	-	3627	79
Gene_002592	Random_chr_004	930116	931586	+	1470	74.75
Gene_002593	Random_chr_004	932024	934966	+	2942	1699.67
Gene_002594	Random_chr_004	936387	936853	+	466	0
Gene_002595	Random_chr_004	936992	937872	-	880	344
Gene_002596	Random_chr_004	938189	938512	+	323	0
Gene_002597	Random_chr_004	938614	939132	-	518	495
Gene_002598	Random_chr_004	939363	940790	-	1427	513
Gene_002599	Random_chr_004	941558	941847	+	289	20
Gene_002600	Random_chr_004	942252	942494	-	242	1
Gene_002601	Random_chr_004	946378	948493	-	2115	14193
Gene_002602	Random_chr_004	948819	949085	-	266	5
Gene_002603	Random_chr_004	949321	949632	-	311	1
Gene_002604	Random_chr_004	950945	951197	+	252	8
Gene_002605	Random_chr_004	951557	952243	-	686	2
Gene_002606	Random_chr_004	952401	955142	-	2741	1069
Gene_002607	Random_chr_004	955699	956370	+	671	412
Gene_002608	Random_chr_004	956446	956814	+	368	17
Gene_002609	Random_chr_004	956926	958142	-	1216	951
Gene_002610	Random_chr_004	958258	959605	-	1347	967
Gene_002611	Random_chr_004	959794	960321	+	527	209
Gene_002612	Random_chr_004	960530	960977	-	447	788
Gene_002613	Random_chr_004	961147	963090	+	1943	192
Gene_002614	Random_chr_004	963379	966791	+	3412	2740
Gene_002615	Random_chr_004	966815	968166	-	1351	472
Gene_002616	Random_chr_004	968342	969510	-	1168	20
Gene_002617	Random_chr_004	969969	970302	-	333	57
Gene_002618	Random_chr_004	970795	971585	-	790	272
Gene_002619	Random_chr_004	973176	974327	+	1151	296
Gene_002620	Random_chr_004	974377	974953	-	576	179
Gene_002621	Random_chr_004	975319	976575	+	1256	962
Gene_002622	Random_chr_004	978633	982689	+	4056	1208.67
Gene_002623	Random_chr_004	983697	984710	+	1013	348
Gene_002624	Random_chr_004	986815	988078	+	1263	562
Gene_002625	Random_chr_004	988214	989251	+	1037	46
Gene_002626	Random_chr_004	989498	990089	-	591	1.83
Gene_002627	Random_chr_004	990344	991533	+	1189	34.5
Gene_002628	Random_chr_004	994833	1000013	-	5180	591.33
Gene_002629	Random_chr_004	1000228	1001741	-	1513	327
Gene_002630	Random_chr_004	1004238	1004995	-	757	14
Gene_002631	Random_chr_004	1006611	1010593	-	3982	57
Gene_002632	Random_chr_004	1010718	1011828	+	1110	240
Gene_002633	Random_chr_004	1011839	1013203	-	1364	3513
Gene_002634	Random_chr_004	1013370	1019730	+	6360	2803
Gene_002635	Random_chr_004	1020238	1021443	-	1205	98
Gene_002636	Random_chr_004	1021661	1023297	-	1636	366
Gene_002637	Random_chr_004	1023706	1025467	+	1761	2864
Gene_002638	Random_chr_004	1025474	1026495	-	1021	140
Gene_002639	Random_chr_004	1026497	1027192	-	695	101
Gene_002640	Random_chr_004	1027409	1028005	+	596	1126
Gene_002641	Random_chr_004	1028136	1029619	+	1483	397
Gene_002642	Random_chr_004	1029622	1030179	+	557	5993
Gene_002643	Random_chr_004	1030652	1032190	+	1538	1394
Gene_002644	Random_chr_004	1032262	1033459	-	1197	22
Gene_002645	Random_chr_004	1033631	1034425	-	794	0
Gene_002646	Random_chr_004	1034649	1035254	-	605	440
Gene_002647	Random_chr_004	1035880	1038985	+	3105	1007
Gene_002648	Random_chr_004	1039020	1039490	-	470	0
Gene_002649	Random_chr_004	1039627	1040160	-	533	7
Gene_002650	Random_chr_004	1040475	1041815	+	1340	59
Gene_002651	Random_chr_004	1041978	1044980	-	3002	225
Gene_002652	Random_chr_004	1045507	1046976	+	1469	471
Gene_002653	Random_chr_004	1047044	1048546	+	1502	1
Gene_002654	Random_chr_004	1048612	1050612	+	2000	225
Gene_002655	Random_chr_004	1050614	1051447	-	833	199
Gene_002656	Random_chr_004	1051677	1053383	-	1706	173
Gene_002657	Random_chr_004	1053728	1054323	+	595	1083
Gene_002658	Random_chr_004	1054904	1055919	-	1015	549
