Geneid	Chr	Start	End	Strand	Length	AC3R1
Gene_003298	Random_Chr_005	1083934	1084315	-	381	882
Gene_003299	Random_Chr_005	1084452	1086455	+	2003	358
Gene_003300	Random_Chr_005	1086958	1087805	+	847	2211
Gene_003301	Random_Chr_005	1087986	1088869	+	883	83
Gene_003302	Random_Chr_005	1088871	1090181	-	1310	916
Gene_003303	Random_Chr_005	1090307	1091055	-	748	488
Gene_003304	Random_Chr_005	1091240	1092783	+	1543	73
Gene_003305	Random_Chr_005	1093231	1094961	-	1730	1477
Gene_003306	Random_Chr_005	1095025	1098248	-	3223	1925
Gene_003307	Random_Chr_005	1099048	1100110	-	1062	49
Gene_003308	Random_Chr_005	1101129	1101608	-	479	666
Gene_003309	Random_Chr_005	1102007	1103260	+	1253	89
Gene_003310	Random_Chr_005	1103465	1104710	+	1245	2708
Gene_003311	Random_Chr_005	1104799	1106369	-	1570	14
Gene_003312	Random_Chr_005	1106526	1107212	-	686	251
Gene_003313	Random_Chr_005	1107255	1108052	-	797	198
Gene_003314	Random_Chr_005	1108258	1112580	+	4322	9063
Gene_003315	Random_Chr_005	1113249	1115364	-	2115	1026
Gene_003316	Random_Chr_005	1115640	1116290	-	650	1
Gene_003317	Random_Chr_005	1116607	1117203	+	596	664
Gene_003318	Random_Chr_005	1117304	1118947	+	1643	792
Gene_003319	Random_Chr_005	1119319	1119603	-	284	0
Gene_003320	Random_Chr_005	1119723	1120221	+	498	0
Gene_003321	Random_Chr_005	1122861	1125116	+	2255	4262
Gene_003322	Random_Chr_005	1125118	1127402	-	2284	1435
Gene_003323	Random_Chr_005	1128269	1133462	+	5193	2188
Gene_003324	Random_Chr_005	1133464	1133812	+	348	19
Gene_003325	Random_Chr_006	1127	2390	+	1263	809
Gene_003326	Random_Chr_006	2392	3763	-	1371	3372
Gene_003327	Random_Chr_006	4017	4343	-	326	30
Gene_003328	Random_Chr_006	9182	9619	-	437	96
Gene_003329	Random_Chr_006	11637	12352	+	715	5
Gene_003330	Random_Chr_006	12500	13349	-	849	151
Gene_003331	Random_Chr_006	13755	16754	-	2999	240
Gene_003332	Random_Chr_006	17194	17765	+	571	1051
Gene_003333	Random_Chr_006	18198	20392	-	2194	362
Gene_003334	Random_Chr_006	20755	21459	-	704	160.83
Gene_003335	Random_Chr_006	22006	22824	-	818	38
Gene_003336	Random_Chr_006	23218	24416	+	1198	784
Gene_003337	Random_Chr_006	24461	25165	-	704	156.33
Gene_003338	Random_Chr_006	25711	26709	-	998	460
Gene_003339	Random_Chr_006	27380	27749	+	369	5306
Gene_003340	Random_Chr_006	27775	28556	-	781	3
Gene_003341	Random_Chr_006	28625	29127	-	502	0
Gene_003342	Random_Chr_006	29129	29690	-	561	157
Gene_003343	Random_Chr_006	29794	31269	-	1475	552
Gene_003344	Random_Chr_006	31272	33345	+	2073	2695
Gene_003345	Random_Chr_006	33576	35097	+	1521	74
Gene_003346	Random_Chr_006	35635	36416	-	781	19
Gene_003347	Random_Chr_006	36418	37838	-	1420	797
Gene_003348	Random_Chr_006	37840	40507	-	2667	1370
Gene_003349	Random_Chr_006	42474	43203	-	729	528
Gene_003350	Random_Chr_006	44113	45014	+	901	82
Gene_003351	Random_Chr_006	45062	45860	-	798	4
Gene_003352	Random_Chr_006	46044	49339	-	3295	1612
Gene_003353	Random_Chr_006	50007	52721	+	2714	34
Gene_003354	Random_Chr_006	52779	53715	-	936	99
Gene_003355	Random_Chr_006	53901	54068	-	167	3
Gene_003356	Random_Chr_006	54513	55460	+	947	2652
Gene_003357	Random_Chr_006	56483	56818	-	335	0
Gene_003358	Random_Chr_006	58292	60640	-	2348	1832
Gene_003359	Random_Chr_006	60958	61501	-	543	622
Gene_003360	Random_Chr_006	61851	63771	+	1920	1173
Gene_003361	Random_Chr_006	64050	65180	+	1130	44257.83
Gene_003362	Random_Chr_006	65773	68394	+	2621	4026
Gene_003363	Random_Chr_006	68409	69594	-	1185	1025
Gene_003364	Random_Chr_006	70514	71395	-	881	243
Gene_003365	Random_Chr_006	72082	73348	-	1266	246
Gene_003366	Random_Chr_006	73566	75944	-	2378	38
Gene_003367	Random_Chr_006	76066	76527	-	461	102
Gene_003368	Random_Chr_006	77200	77606	-	406	44
Gene_003369	Random_Chr_006	77891	78773	+	882	63
Gene_003370	Random_Chr_006	78820	79836	-	1016	86
Gene_003371	Random_Chr_006	79900	80868	-	968	2
Gene_003372	Random_Chr_006	81069	82838	-	1769	1709
Gene_003373	Random_Chr_006	83116	84571	-	1455	720
Gene_003374	Random_Chr_006	84573	85733	-	1160	336
Gene_003375	Random_Chr_006	85944	86144	+	200	0
Gene_003376	Random_Chr_006	87648	88160	+	512	97
Gene_003377	Random_Chr_006	88460	88905	-	445	1
Gene_003378	Random_Chr_006	89099	89841	+	742	7
Gene_003379	Random_Chr_006	90092	92045	-	1953	1714
Gene_003380	Random_Chr_006	92197	93135	-	938	374
Gene_003381	Random_Chr_006	93523	93987	+	464	221
Gene_003382	Random_Chr_006	94249	96762	-	2513	643
Gene_003383	Random_Chr_006	97034	97375	+	341	3948
Gene_003384	Random_Chr_006	98787	99094	+	307	23
Gene_003385	Random_Chr_006	99273	100193	-	920	813
Gene_003386	Random_Chr_006	102730	102947	-	217	12
Gene_003387	Random_Chr_006	104058	105202	+	1144	277
Gene_003388	Random_Chr_006	105204	105639	-	435	281
Gene_003389	Random_Chr_006	105641	108213	-	2572	2537
Gene_003390	Random_Chr_006	108352	108425	-	73	0
Gene_003391	Random_Chr_006	108785	108858	-	73	0
Gene_003392	Random_Chr_006	109320	110054	-	734	208
Gene_003393	Random_Chr_006	110207	111028	-	821	345
Gene_003394	Random_Chr_006	111265	111552	-	287	5294
Gene_003395	Random_Chr_006	112590	113286	+	696	4651
Gene_003396	Random_Chr_006	113503	114870	+	1367	790
Gene_003397	Random_Chr_006	114950	116509	-	1559	519
Gene_003398	Random_Chr_006	116810	117466	+	656	126
Gene_003399	Random_Chr_006	117847	118011	+	164	72
Gene_003400	Random_Chr_006	118073	119012	-	939	770
Gene_003401	Random_Chr_006	120277	121684	+	1407	686
Gene_003402	Random_Chr_006	122143	124325	+	2182	93
Gene_003403	Random_Chr_006	125709	127230	+	1521	18
Gene_003404	Random_Chr_006	128125	129306	+	1181	69
Gene_003405	Random_Chr_006	129358	131270	+	1912	78
Gene_003406	Random_Chr_006	134768	135470	+	702	6
Gene_003407	Random_Chr_006	136998	137595	+	597	100.5
Gene_003408	Random_Chr_006	138988	140346	+	1358	142
Gene_003409	Random_Chr_006	142072	142948	-	876	1277.5
Gene_003410	Random_Chr_006	144787	145596	+	809	77
Gene_003411	Random_Chr_006	146350	147062	-	712	337
Gene_003412	Random_Chr_006	147337	148758	+	1421	1
Gene_003413	Random_Chr_006	148836	150326	-	1490	1331
Gene_003414	Random_Chr_006	150700	151338	+	638	365
Gene_003415	Random_Chr_006	151340	151659	-	319	3
Gene_003416	Random_Chr_006	151727	152737	-	1010	1002
Gene_003417	Random_Chr_006	152919	153494	-	575	0
Gene_003418	Random_Chr_006	153778	153981	-	203	521
Gene_003419	Random_Chr_006	154232	158382	-	4150	1171
Gene_003420	Random_Chr_006	158490	162030	-	3540	3227
Gene_003421	Random_Chr_006	162267	168223	-	5956	7521
Gene_003422	Random_Chr_006	168669	170027	+	1358	9
Gene_003423	Random_Chr_006	170330	170620	-	290	2
Gene_003424	Random_Chr_006	170828	171898	+	1070	2
Gene_003425	Random_Chr_006	172776	173142	-	366	24
Gene_003426	Random_Chr_006	173645	174142	-	497	2
Gene_003427	Random_Chr_006	174209	175063	+	854	171
Gene_003428	Random_Chr_006	175327	175980	+	653	21
Gene_003429	Random_Chr_006	177850	178437	+	587	605
Gene_003430	Random_Chr_006	179870	181378	-	1508	14.92
Gene_003431	Random_Chr_006	183576	183976	+	400	17
Gene_003432	Random_Chr_006	185344	185607	-	263	1
Gene_003433	Random_Chr_006	186105	188582	-	2477	13.92
Gene_003434	Random_Chr_006	191149	191846	-	697	253
Gene_003435	Random_Chr_006	191922	191993	-	71	0
Gene_003436	Random_Chr_006	192106	193833	+	1727	1598
Gene_003437	Random_Chr_006	195222	197089	-	1867	985
Gene_003438	Random_Chr_006	198538	199479	-	941	16
Gene_003439	Random_Chr_006	201716	203748	-	2032	1717
Gene_003440	Random_Chr_006	204118	206246	-	2128	2518
Gene_003441	Random_Chr_006	207266	208149	-	883	926
Gene_003442	Random_Chr_006	208804	208995	-	191	257
Gene_003443	Random_Chr_006	209417	210794	-	1377	626
Gene_003444	Random_Chr_006	212176	212781	-	605	1
Gene_003445	Random_Chr_006	215033	215497	-	464	1572
Gene_003446	Random_Chr_006	215795	217428	-	1633	107
Gene_003447	Random_Chr_006	218209	219815	+	1606	9
Gene_003448	Random_Chr_006	219870	221271	+	1401	3
Gene_003449	Random_Chr_006	221833	224288	+	2455	3332
Gene_003450	Random_Chr_006	226551	227834	+	1283	1731
Gene_003451	Random_Chr_006	228080	229707	+	1627	5
Gene_003452	Random_Chr_006	229872	231170	+	1298	1580
Gene_003453	Random_Chr_006	231565	231637	-	72	0
Gene_003454	Random_Chr_006	233383	234410	-	1027	137
Gene_003455	Random_Chr_006	234920	237712	-	2792	1249
Gene_003456	Random_Chr_006	238211	240226	+	2015	1164
Gene_003457	Random_Chr_006	240299	241483	+	1184	1143
Gene_003458	Random_Chr_006	241675	243128	+	1453	149
Gene_003459	Random_Chr_006	244164	245290	+	1126	587
Gene_003460	Random_Chr_006	245676	247318	+	1642	8649
Gene_003461	Random_Chr_006	247738	249263	+	1525	1
Gene_003462	Random_Chr_006	249584	265380	+	15796	1178.67
Gene_003463	Random_Chr_006	266780	267115	+	335	4
Gene_003464	Random_Chr_006	268062	268539	+	477	5
Gene_003465	Random_Chr_006	269985	270326	+	341	17
Gene_003466	Random_Chr_006	274436	274771	+	335	1
Gene_003467	Random_Chr_006	275730	276551	-	821	3
Gene_003468	Random_Chr_006	279078	279449	+	371	1242
Gene_003469	Random_Chr_006	280650	281396	-	746	11
Gene_003470	Random_Chr_006	283884	285590	-	1706	2080
Gene_003471	Random_Chr_006	285964	286452	-	488	90
Gene_003472	Random_Chr_006	286943	288238	+	1295	10
Gene_003473	Random_Chr_006	288282	290090	-	1808	2612
Gene_003474	Random_Chr_006	291622	292356	+	734	440
Gene_003475	Random_Chr_006	292554	293872	+	1318	1175
Gene_003476	Random_Chr_006	294027	294700	-	673	390
Gene_003477	Random_Chr_006	294859	296760	-	1901	1229
Gene_003478	Random_Chr_006	297285	298434	+	1149	354
Gene_003479	Random_Chr_006	298453	299054	-	601	846
Gene_003480	Random_Chr_006	299314	300396	+	1082	1881
Gene_003481	Random_Chr_006	301689	302258	+	569	17
Gene_003482	Random_Chr_006	303443	305930	+	2487	3325.5
Gene_003483	Random_Chr_006	306500	308082	+	1582	124
Gene_003484	Random_Chr_006	308090	310476	-	2386	886
Gene_003485	Random_Chr_006	310589	312753	+	2164	287
Gene_003486	Random_Chr_006	312821	317395	+	4574	160
Gene_003487	Random_Chr_006	317541	319677	-	2136	552
Gene_003488	Random_Chr_006	319803	322893	-	3090	2580
Gene_003489	Random_Chr_006	323150	323718	-	568	528
Gene_003490	Random_Chr_006	324315	325784	+	1469	1125
Gene_003491	Random_Chr_006	325847	327604	-	1757	2036
Gene_003492	Random_Chr_006	328007	330050	+	2043	15
Gene_003493	Random_Chr_006	330388	333394	+	3006	1883
Gene_003494	Random_Chr_006	333536	334298	+	762	18
Gene_003495	Random_Chr_006	334356	335604	-	1248	1662
Gene_003496	Random_Chr_006	336144	337019	-	875	1342
Gene_003497	Random_Chr_006	338655	340049	+	1394	979
Gene_003498	Random_Chr_006	340226	341026	+	800	2624
Gene_003499	Random_Chr_006	341430	342711	+	1281	31
Gene_003500	Random_Chr_006	342783	342899	-	116	0
Gene_003501	Random_Chr_006	343177	343260	+	83	2
Gene_003502	Random_Chr_006	343617	346469	+	2852	1510
Gene_003503	Random_Chr_006	346848	348947	-	2099	360
Gene_003504	Random_Chr_006	349175	351127	-	1952	2355
Gene_003505	Random_Chr_006	351175	351863	-	688	521
Gene_003506	Random_Chr_006	352326	354233	+	1907	58
Gene_003507	Random_Chr_006	354419	356269	+	1850	49
Gene_003508	Random_Chr_006	357207	357549	+	342	474
Gene_003509	Random_Chr_006	357753	359761	+	2008	235
Gene_003510	Random_Chr_006	360355	360558	+	203	34
Gene_003511	Random_Chr_006	360966	362078	-	1112	1936
Gene_003512	Random_Chr_006	362606	367205	+	4599	3133
Gene_003513	Random_Chr_006	367346	367642	+	296	203
Gene_003514	Random_Chr_006	367707	369724	-	2017	987
Gene_003515	Random_Chr_006	369791	374191	-	4400	3893
Gene_003516	Random_Chr_006	374453	375286	+	833	657
Gene_003517	Random_Chr_006	375288	377188	-	1900	82
Gene_003518	Random_Chr_006	377970	378041	+	71	0
Gene_003519	Random_Chr_006	378299	378370	+	71	0
Gene_003520	Random_Chr_006	379140	379508	+	368	3340
Gene_003521	Random_Chr_006	379731	380413	+	682	362
Gene_003522	Random_Chr_006	381638	382382	+	744	7
Gene_003523	Random_Chr_006	383279	384277	-	998	1397
Gene_003524	Random_Chr_006	384823	385469	+	646	944
Gene_003525	Random_Chr_006	385471	387554	-	2083	1237
Gene_003526	Random_Chr_006	387556	388497	+	941	2660
Gene_003527	Random_Chr_006	388816	390212	+	1396	339
Gene_003528	Random_Chr_006	390245	391040	-	795	745
Gene_003529	Random_Chr_006	391244	391815	-	571	625
Gene_003530	Random_Chr_006	391817	392721	+	904	285
Gene_003531	Random_Chr_006	393469	394519	-	1050	1368
Gene_003532	Random_Chr_006	394935	395692	+	757	911
Gene_003533	Random_Chr_006	395694	396046	-	352	668
Gene_003534	Random_Chr_006	396048	397617	-	1569	2293
Gene_003535	Random_Chr_006	398241	398945	-	704	4
Gene_003536	Random_Chr_006	399049	402288	+	3239	199
Gene_003537	Random_Chr_006	403506	404003	+	497	61
Gene_003538	Random_Chr_006	404034	405213	-	1179	2195
Gene_003539	Random_Chr_006	406317	406850	+	533	326
Gene_003540	Random_Chr_006	406880	408910	-	2030	2864
Gene_003541	Random_Chr_006	408951	409956	+	1005	855
Gene_003542	Random_Chr_006	411056	411214	+	158	618
Gene_003543	Random_Chr_006	411257	412369	-	1112	177
Gene_003544	Random_Chr_006	412612	412770	-	158	0
Gene_003545	Random_Chr_006	414052	414282	+	230	0
Gene_003546	Random_Chr_006	415011	416066	+	1055	322
Gene_003547	Random_Chr_006	416201	417076	+	875	959
Gene_003548	Random_Chr_006	417294	418149	+	855	658
Gene_003549	Random_Chr_006	418624	419497	+	873	184
Gene_003550	Random_Chr_006	419799	420023	+	224	38
Gene_003551	Random_Chr_006	420090	423809	-	3719	2294.5
Gene_003552	Random_Chr_006	424299	425168	+	869	1296
Gene_003553	Random_Chr_006	425265	426044	+	779	838
Gene_003554	Random_Chr_006	426358	427586	+	1228	2816
Gene_003555	Random_Chr_006	427819	431128	+	3309	23
Gene_003556	Random_Chr_006	431192	432337	-	1145	226
Gene_003557	Random_Chr_006	433033	435629	+	2596	32
Gene_003558	Random_Chr_006	435759	437340	-	1581	1125
Gene_003559	Random_Chr_006	437821	440741	+	2920	2249
Gene_003560	Random_Chr_006	440743	443192	-	2449	67
Gene_003561	Random_Chr_006	443659	446033	-	2374	30
Gene_003562	Random_Chr_006	446470	448680	-	2210	323
Gene_003563	Random_Chr_006	448682	451047	-	2365	96
Gene_003564	Random_Chr_006	451490	453603	-	2113	4
Gene_003565	Random_Chr_006	455078	455338	+	260	0
Gene_003566	Random_Chr_006	455399	456038	-	639	8
Gene_003567	Random_Chr_006	456414	458076	+	1662	1694
Gene_003568	Random_Chr_006	458162	459035	-	873	272
Gene_003569	Random_Chr_006	460426	461239	+	813	64
Gene_003570	Random_Chr_006	461433	462461	+	1028	795
Gene_003571	Random_Chr_006	462722	464883	+	2161	68
Gene_003572	Random_Chr_006	465125	466161	+	1036	265
Gene_003573	Random_Chr_006	466379	466741	+	362	226
Gene_003574	Random_Chr_006	466814	467143	-	329	523
Gene_003575	Random_Chr_006	467480	469172	-	1692	2981
Gene_003576	Random_Chr_006	469366	471088	-	1722	76
Gene_003577	Random_Chr_006	471395	473191	-	1796	869
Gene_003578	Random_Chr_006	473472	476134	+	2662	5829
Gene_003579	Random_Chr_006	476425	478596	-	2171	105
Gene_003580	Random_Chr_006	478706	479550	+	844	50
Gene_003581	Random_Chr_006	479786	480483	-	697	132
Gene_003582	Random_Chr_006	480485	481017	-	532	70
Gene_003583	Random_Chr_006	481100	481172	+	72	27
Gene_003584	Random_Chr_006	481782	483756	+	1974	1366
Gene_003585	Random_Chr_006	484355	485561	-	1206	714
Gene_003586	Random_Chr_006	485826	489524	-	3698	8200
Gene_003587	Random_Chr_006	489721	490624	+	903	65
Gene_003588	Random_Chr_006	493432	494917	+	1485	3177
Gene_003589	Random_Chr_006	494919	496029	+	1110	3524
Gene_003590	Random_Chr_006	497223	498887	+	1664	2287
Gene_003591	Random_Chr_006	498977	499489	+	512	357
Gene_003592	Random_Chr_006	499491	501387	+	1896	1892
Gene_003593	Random_Chr_006	501757	502950	+	1193	332
Gene_003594	Random_Chr_006	502952	505066	+	2114	655
Gene_003595	Random_Chr_006	505068	506004	-	936	872
Gene_003596	Random_Chr_006	506944	507222	-	278	72
Gene_003597	Random_Chr_006	507473	508917	+	1444	2006
Gene_003598	Random_Chr_006	509093	511180	+	2087	21
Gene_003599	Random_Chr_006	511332	513613	-	2281	58367
Gene_003600	Random_Chr_006	513900	514598	-	698	2471
Gene_003601	Random_Chr_006	514933	515548	-	615	85
Gene_003602	Random_Chr_006	515759	517718	-	1959	1915
Gene_003603	Random_Chr_006	517861	518638	-	777	64
Gene_003604	Random_Chr_006	518640	519211	-	571	59
Gene_003605	Random_Chr_006	519290	519625	-	335	0
Gene_003606	Random_Chr_006	519719	520148	+	429	73
Gene_003607	Random_Chr_006	520150	521206	+	1056	228
Gene_003608	Random_Chr_006	521209	521516	-	307	20
Gene_003609	Random_Chr_006	521834	522268	-	434	9
Gene_003610	Random_Chr_006	522729	523355	-	626	52
Gene_003611	Random_Chr_006	523683	526064	-	2381	5331
Gene_003612	Random_Chr_006	528308	529403	-	1095	83
Gene_003613	Random_Chr_006	533259	537496	-	4237	491
Gene_003614	Random_Chr_006	538092	538967	-	875	1
Gene_003615	Random_Chr_006	539206	540258	-	1052	233
Gene_003616	Random_Chr_006	541702	543057	+	1355	435
Gene_003617	Random_Chr_006	543732	544334	+	602	0
Gene_003618	Random_Chr_006	545046	545972	-	926	3
Gene_003619	Random_Chr_006	546152	547900	+	1748	13
Gene_003620	Random_Chr_006	548861	549523	+	662	256
Gene_003621	Random_Chr_006	550776	552356	-	1580	200
Gene_003622	Random_Chr_006	552701	553773	+	1072	125
Gene_003623	Random_Chr_006	553972	554817	+	845	6
Gene_003624	Random_Chr_006	555648	555968	+	320	1712
Gene_003625	Random_Chr_006	556072	556472	-	400	1397
Gene_003626	Random_Chr_006	556687	558206	+	1519	444
Gene_003627	Random_Chr_006	558614	559745	+	1131	758
Gene_003628	Random_Chr_006	560153	561351	+	1198	682.67
Gene_003629	Random_Chr_006	561845	564372	+	2527	2317
Gene_003630	Random_Chr_006	564462	567005	-	2543	1473
Gene_003631	Random_Chr_006	568837	570176	+	1339	1652
Gene_003632	Random_Chr_006	570373	571747	+	1374	57
Gene_003633	Random_Chr_006	571798	573282	+	1484	47
Gene_003634	Random_Chr_006	573324	575588	-	2264	1017
Gene_003635	Random_Chr_006	575890	576644	+	754	120
Gene_003636	Random_Chr_006	576744	579225	+	2481	1632
Gene_003637	Random_Chr_006	579360	580939	-	1579	488
Gene_003638	Random_Chr_006	581556	582062	+	506	43
Gene_003639	Random_Chr_006	582219	583323	+	1104	666
Gene_003640	Random_Chr_006	583608	584210	+	602	0
Gene_003641	Random_Chr_006	584268	586911	-	2643	3098
Gene_003642	Random_Chr_006	587219	587290	-	71	0
Gene_003643	Random_Chr_006	587736	591497	-	3761	4011
Gene_003644	Random_Chr_006	592061	592648	+	587	576
Gene_003645	Random_Chr_006	593188	593572	+	384	569
Gene_003646	Random_Chr_006	593574	594233	-	659	58
Gene_003647	Random_Chr_006	594413	595373	-	960	2179
Gene_003648	Random_Chr_006	595464	596701	+	1237	1437
Gene_003649	Random_Chr_006	596703	598464	-	1761	1774
Gene_003650	Random_Chr_006	598466	600126	-	1660	1715.5
Gene_003651	Random_Chr_006	600128	600798	-	670	606
Gene_003652	Random_Chr_006	600906	603071	-	2165	3487
Gene_003653	Random_Chr_006	603073	606109	-	3036	4445
Gene_003654	Random_Chr_006	606292	610345	+	4053	1588
Gene_003655	Random_Chr_006	610564	611425	+	861	43
Gene_003656	Random_Chr_006	611527	611599	-	72	17
Gene_003657	Random_Chr_006	612120	612857	+	737	10
Gene_003658	Random_Chr_006	612951	613910	-	959	2042
Gene_003659	Random_Chr_006	614285	614638	-	353	8
Gene_003660	Random_Chr_006	614690	615826	+	1136	2
Gene_003661	Random_Chr_006	616025	616219	+	194	28
Gene_003662	Random_Chr_006	616300	617267	+	967	658
Gene_003663	Random_Chr_006	617347	617920	+	573	1
Gene_003664	Random_Chr_006	618089	620801	-	2712	4533
Gene_003665	Random_Chr_006	621384	622259	-	875	290
Gene_003666	Random_Chr_006	622560	623579	+	1019	468
Gene_003667	Random_Chr_006	623626	625039	-	1413	19
Gene_003668	Random_Chr_006	625333	627407	+	2074	32
Gene_003669	Random_Chr_006	628017	628190	+	173	8
Gene_003670	Random_Chr_006	628984	629508	+	524	3
Gene_003671	Random_Chr_006	629890	633123	+	3233	583
Gene_003672	Random_Chr_006	633184	634837	-	1653	1225
Gene_003673	Random_Chr_006	635086	635808	+	722	566
Gene_003674	Random_Chr_006	636064	636135	+	71	0
Gene_003675	Random_Chr_006	636570	639333	+	2763	5
Gene_003676	Random_Chr_006	639732	640812	-	1080	381
